total_imports_exports_and_balance_trade,year,trade_type,value_million_usd
Tokelau,2021-01-01,exports,0
Tokelau,1995-01-01,balance_import_export,0
Tokelau,2005-01-01,balance_import_export,-1
Tokelau,2010-01-01,balance_import_export,-1
Tokelau,2015-01-01,balance_import_export,-1
Tokelau,2019-01-01,balance_import_export,-1
Tokelau,2020-01-01,balance_import_export,-1
Tokelau,2021-01-01,balance_import_export,-1
Tonga,1995-01-01,imports,77
Tonga,2005-01-01,imports,120
Tonga,2010-01-01,imports,159
Tonga,2015-01-01,imports,208
Tonga,2019-01-01,imports,273
Tonga,2020-01-01,imports,144
Tonga,2021-01-01,imports,168
Tonga,1995-01-01,exports,15
Tonga,2005-01-01,exports,10
Tonga,2010-01-01,exports,8
Tonga,2015-01-01,exports,15
Tonga,2019-01-01,exports,389
Tonga,2020-01-01,exports,265
Tonga,2021-01-01,exports,311
Tonga,1995-01-01,balance_import_export,-63
Tonga,2005-01-01,balance_import_export,-110
Tonga,2010-01-01,balance_import_export,-151
Tonga,2015-01-01,balance_import_export,-193
Tonga,2019-01-01,balance_import_export,116
Tonga,2020-01-01,balance_import_export,121
Tonga,2021-01-01,balance_import_export,143
Trinidad and Tobago,1995-01-01,imports,1386
Trinidad and Tobago,2005-01-01,imports,5694
Trinidad and Tobago,2010-01-01,imports,6480
Trinidad and Tobago,2015-01-01,imports,9298
Trinidad and Tobago,2019-01-01,imports,6339
Trinidad and Tobago,2020-01-01,imports,4876
Trinidad and Tobago,2021-01-01,imports,5761
Trinidad and Tobago,1995-01-01,exports,2007
Trinidad and Tobago,2005-01-01,exports,9611
Trinidad and Tobago,2010-01-01,exports,10982
Trinidad and Tobago,2015-01-01,exports,10756
Trinidad and Tobago,2019-01-01,exports,7192
Trinidad and Tobago,2020-01-01,exports,5519
Trinidad and Tobago,2021-01-01,exports,8620
Trinidad and Tobago,1995-01-01,balance_import_export,622
Trinidad and Tobago,2005-01-01,balance_import_export,3918
Trinidad and Tobago,2010-01-01,balance_import_export,4502
Trinidad and Tobago,2015-01-01,balance_import_export,1458
Trinidad and Tobago,2019-01-01,balance_import_export,853
Trinidad and Tobago,2020-01-01,balance_import_export,643
Trinidad and Tobago,2021-01-01,balance_import_export,2860
Tunisia,1995-01-01,imports,7903
Tunisia,2005-01-01,imports,13174
Tunisia,2010-01-01,imports,22215
Tunisia,2015-01-01,imports,20223
Tunisia,2019-01-01,imports,21574
Tunisia,2020-01-01,imports,18342
Tunisia,2021-01-01,imports,22489
Tunisia,1995-01-01,exports,5475
Tunisia,2005-01-01,exports,10494
Tunisia,2010-01-01,exports,16427
Tunisia,2015-01-01,exports,14073
Tunisia,2019-01-01,exports,14944
Tunisia,2020-01-01,exports,13812
Tunisia,2021-01-01,exports,16604
Tunisia,1995-01-01,balance_import_export,-2428
Tunisia,2005-01-01,balance_import_export,-2681
Tunisia,2010-01-01,balance_import_export,-5789
Tunisia,2015-01-01,balance_import_export,-6149
Tunisia,2019-01-01,balance_import_export,-6630
Tunisia,2020-01-01,balance_import_export,-4530
Tunisia,2021-01-01,balance_import_export,-5885
Türkiye,1995-01-01,imports,35707
Türkiye,2005-01-01,imports,116774
Türkiye,2010-01-01,imports,185544
Türkiye,2015-01-01,imports,207207
Türkiye,2019-01-01,imports,210345
Türkiye,2020-01-01,imports,219514
Türkiye,2021-01-01,imports,271423
Türkiye,1995-01-01,exports,21599
Türkiye,2005-01-01,exports,73476
Türkiye,2010-01-01,exports,113883
Türkiye,2015-01-01,exports,143850
Türkiye,2019-01-01,exports,180833
Türkiye,2020-01-01,exports,169658
Türkiye,2021-01-01,exports,225219
Türkiye,1995-01-01,balance_import_export,-14109
Türkiye,2005-01-01,balance_import_export,-43298
Türkiye,2010-01-01,balance_import_export,-71661
Türkiye,2015-01-01,balance_import_export,-63356
Türkiye,2019-01-01,balance_import_export,-29512
Türkiye,2020-01-01,balance_import_export,-49856
Türkiye,2021-01-01,balance_import_export,-46204
Turkmenistan,1995-01-01,imports,1364
Turkmenistan,2005-01-01,imports,2217
Turkmenistan,2010-01-01,imports,2400
Turkmenistan,2015-01-01,imports,2596
Turkmenistan,2019-01-01,imports,2995
Turkmenistan,2020-01-01,imports,3242
Turkmenistan,2021-01-01,imports,3933
Turkmenistan,1995-01-01,exports,677
Turkmenistan,2005-01-01,exports,3009
Turkmenistan,2010-01-01,exports,3335
Turkmenistan,2015-01-01,exports,3670
Turkmenistan,2019-01-01,exports,10539
Turkmenistan,2020-01-01,exports,6545
Turkmenistan,2021-01-01,exports,8699
Turkmenistan,1995-01-01,balance_import_export,-687
Turkmenistan,2005-01-01,balance_import_export,792
Turkmenistan,2010-01-01,balance_import_export,935
Turkmenistan,2015-01-01,balance_import_export,1074
Turkmenistan,2019-01-01,balance_import_export,7545
Turkmenistan,2020-01-01,balance_import_export,3303
Turkmenistan,2021-01-01,balance_import_export,4766
Turks and Caicos Islands,1995-01-01,imports,51
Turks and Caicos Islands,2005-01-01,imports,304
Turks and Caicos Islands,2010-01-01,imports,302
Turks and Caicos Islands,2015-01-01,imports,410
Turks and Caicos Islands,2019-01-01,imports,488
Turks and Caicos Islands,2020-01-01,imports,350
Turks and Caicos Islands,2021-01-01,imports,257
Turks and Caicos Islands,1995-01-01,exports,5
Turks and Caicos Islands,2005-01-01,exports,15
Turks and Caicos Islands,2010-01-01,exports,16
Turks and Caicos Islands,2015-01-01,exports,5
Turks and Caicos Islands,2019-01-01,exports,5
Turks and Caicos Islands,2020-01-01,exports,4
Turks and Caicos Islands,2021-01-01,exports,3
Turks and Caicos Islands,1995-01-01,balance_import_export,-46
Turks and Caicos Islands,2005-01-01,balance_import_export,-289
Turks and Caicos Islands,2010-01-01,balance_import_export,-286
Turks and Caicos Islands,2015-01-01,balance_import_export,-405
Turks and Caicos Islands,2019-01-01,balance_import_export,-482
Turks and Caicos Islands,2020-01-01,balance_import_export,-346
Turks and Caicos Islands,2021-01-01,balance_import_export,-254
Tuvalu,1995-01-01,imports,6
Tuvalu,2005-01-01,imports,13
Tuvalu,2010-01-01,imports,12
Tuvalu,2015-01-01,imports,12
Tuvalu,2019-01-01,imports,44
Tuvalu,2020-01-01,imports,40
Tuvalu,2021-01-01,imports,84
Tuvalu,1995-01-01,exports,0
Tuvalu,2005-01-01,exports,0
Tuvalu,2010-01-01,exports,0
Tuvalu,2015-01-01,exports,0
Tuvalu,2019-01-01,exports,11
Tuvalu,2020-01-01,exports,8
Tuvalu,2021-01-01,exports,30
Tuvalu,1995-01-01,balance_import_export,-6
Tuvalu,2005-01-01,balance_import_export,-13
Tuvalu,2010-01-01,balance_import_export,-12
Tuvalu,2015-01-01,balance_import_export,-12
Tuvalu,2019-01-01,balance_import_export,-34
Tuvalu,2020-01-01,balance_import_export,-32
Tuvalu,2021-01-01,balance_import_export,-54
Uganda,1995-01-01,imports,1038
Uganda,2005-01-01,imports,2054
Uganda,2010-01-01,imports,4664
Uganda,2015-01-01,imports,5528
Uganda,2019-01-01,imports,7696
Uganda,2020-01-01,imports,8251
Uganda,2021-01-01,imports,9686
Uganda,1995-01-01,exports,575
Uganda,2005-01-01,exports,813
Uganda,2010-01-01,exports,1619
Uganda,2015-01-01,exports,2267
Uganda,2019-01-01,exports,3564
Uganda,2020-01-01,exports,4149
Uganda,2021-01-01,exports,3890
Uganda,1995-01-01,balance_import_export,-462
Uganda,2005-01-01,balance_import_export,-1241
Uganda,2010-01-01,balance_import_export,-3046
Uganda,2015-01-01,balance_import_export,-3261
Uganda,2019-01-01,balance_import_export,-4132
Uganda,2020-01-01,balance_import_export,-4102
Uganda,2021-01-01,balance_import_export,-5796
Ukraine,1995-01-01,imports,15484
Ukraine,2005-01-01,imports,36122
Ukraine,2010-01-01,imports,60737
Ukraine,2015-01-01,imports,37516
Ukraine,2019-01-01,imports,60800
Ukraine,2020-01-01,imports,53675
Ukraine,2021-01-01,imports,69963
Ukraine,1995-01-01,exports,13128
Ukraine,2005-01-01,exports,34228
Ukraine,2010-01-01,exports,51430
Ukraine,2015-01-01,exports,38127
Ukraine,2019-01-01,exports,50054
Ukraine,2020-01-01,exports,49231
Ukraine,2021-01-01,exports,65870
Ukraine,1995-01-01,balance_import_export,-2356
Ukraine,2005-01-01,balance_import_export,-1894
Ukraine,2010-01-01,balance_import_export,-9307
Ukraine,2015-01-01,balance_import_export,611
Ukraine,2019-01-01,balance_import_export,-10745
Ukraine,2020-01-01,balance_import_export,-4444
Ukraine,2021-01-01,balance_import_export,-4093
United Arab Emirates,1995-01-01,imports,20776
United Arab Emirates,2005-01-01,imports,80814
United Arab Emirates,2010-01-01,imports,187001
United Arab Emirates,2015-01-01,imports,287025
United Arab Emirates,2019-01-01,imports,288447
United Arab Emirates,2020-01-01,imports,246961
United Arab Emirates,2021-01-01,imports,329066
United Arab Emirates,1995-01-01,exports,27691
United Arab Emirates,2005-01-01,exports,115453
United Arab Emirates,2010-01-01,exports,198362
United Arab Emirates,2015-01-01,exports,300479
United Arab Emirates,2019-01-01,exports,389428
United Arab Emirates,2020-01-01,exports,335297
United Arab Emirates,2021-01-01,exports,464039
United Arab Emirates,1995-01-01,balance_import_export,6915
United Arab Emirates,2005-01-01,balance_import_export,34639
United Arab Emirates,2010-01-01,balance_import_export,11361
United Arab Emirates,2015-01-01,balance_import_export,13454
United Arab Emirates,2019-01-01,balance_import_export,100981
United Arab Emirates,2020-01-01,balance_import_export,88336
United Arab Emirates,2021-01-01,balance_import_export,134972
United Kingdom,1995-01-01,imports,261456
United Kingdom,2005-01-01,imports,528461
United Kingdom,2010-01-01,imports,627618
United Kingdom,2015-01-01,imports,630251
United Kingdom,2019-01-01,imports,692494
United Kingdom,2020-01-01,imports,634175
United Kingdom,2021-01-01,imports,688251
United Kingdom,1995-01-01,exports,234372
United Kingdom,2005-01-01,exports,392744
United Kingdom,2010-01-01,exports,422014
United Kingdom,2015-01-01,exports,466296
United Kingdom,2019-01-01,exports,468322
United Kingdom,2020-01-01,exports,395692
United Kingdom,2021-01-01,exports,467783
United Kingdom,1995-01-01,balance_import_export,-27084
United Kingdom,2005-01-01,balance_import_export,-135717
United Kingdom,2010-01-01,balance_import_export,-205603
United Kingdom,2015-01-01,balance_import_export,-163955
United Kingdom,2019-01-01,balance_import_export,-224172
United Kingdom,2020-01-01,balance_import_export,-238483
United Kingdom,2021-01-01,balance_import_export,-220468
United Rep. of Tanzania,1995-01-01,imports,1653
United Rep. of Tanzania,2005-01-01,imports,3247
United Rep. of Tanzania,2010-01-01,imports,8013
United Rep. of Tanzania,2015-01-01,imports,14706
United Rep. of Tanzania,2019-01-01,imports,9055
United Rep. of Tanzania,2020-01-01,imports,8517
United Rep. of Tanzania,2021-01-01,imports,10873
United Rep. of Tanzania,1995-01-01,exports,685
United Rep. of Tanzania,2005-01-01,exports,1672
United Rep. of Tanzania,2010-01-01,exports,4051
United Rep. of Tanzania,2015-01-01,exports,5854
United Rep. of Tanzania,2019-01-01,exports,5004
United Rep. of Tanzania,2020-01-01,exports,6076
United Rep. of Tanzania,2021-01-01,exports,6391
United Rep. of Tanzania,1995-01-01,balance_import_export,-968
United Rep. of Tanzania,2005-01-01,balance_import_export,-1575
United Rep. of Tanzania,2010-01-01,balance_import_export,-3962
United Rep. of Tanzania,2015-01-01,balance_import_export,-8852
United Rep. of Tanzania,2019-01-01,balance_import_export,-4051
United Rep. of Tanzania,2020-01-01,balance_import_export,-2440
United Rep. of Tanzania,2021-01-01,balance_import_export,-4482
United States of America,1995-01-01,imports,770821
United States of America,2005-01-01,imports,1732321
United States of America,2010-01-01,imports,1968260
United States of America,2015-01-01,imports,2313425
United States of America,2019-01-01,imports,2567492
United States of America,2020-01-01,imports,2405382
United States of America,1995-01-01,exports,582965
United States of America,2005-01-01,exports,904339
United States of America,2010-01-01,exports,1278099
United States of America,2015-01-01,exports,1501846
United States of America,2019-01-01,exports,1644276
United States of America,2020-01-01,exports,1430254
United States of America,1995-01-01,balance_import_export,-187857
United States of America,2005-01-01,balance_import_export,-827981
United States of America,2010-01-01,balance_import_export,-690161
United States of America,2015-01-01,balance_import_export,-811579
United States of America,2019-01-01,balance_import_export,-923216
United States of America,2020-01-01,balance_import_export,-975128
United States of America,2021-01-01,balance_import_export,1179839
Uruguay,1995-01-01,imports,2866
Uruguay,2005-01-01,imports,3879
Uruguay,2010-01-01,imports,8622
Uruguay,2015-01-01,imports,9489
Uruguay,2019-01-01,imports,8246
Uruguay,2020-01-01,imports,7564
Uruguay,2021-01-01,imports,10602
Uruguay,1995-01-01,exports,2106
Uruguay,2005-01-01,exports,3422
Uruguay,2010-01-01,exports,6724
Uruguay,2015-01-01,exports,7670
Uruguay,2019-01-01,exports,7680
Uruguay,2020-01-01,exports,6853
Uruguay,2021-01-01,exports,9045
Uruguay,1995-01-01,balance_import_export,-760
Uruguay,2005-01-01,balance_import_export,-457
Uruguay,2010-01-01,balance_import_export,-1898
Uruguay,2015-01-01,balance_import_export,-1820
Uruguay,2019-01-01,balance_import_export,-565
Uruguay,2020-01-01,balance_import_export,-711
Uruguay,2021-01-01,balance_import_export,-1557
Uzbekistan,1995-01-01,imports,2874
Uzbekistan,2005-01-01,imports,3657
Uzbekistan,2010-01-01,imports,8680
Uzbekistan,2015-01-01,imports,12416
Uzbekistan,2019-01-01,imports,21867
Uzbekistan,2020-01-01,imports,20020
Uzbekistan,2021-01-01,imports,23886
Uzbekistan,1995-01-01,exports,3718
Uzbekistan,2005-01-01,exports,4458
Uzbekistan,2010-01-01,exports,11688
Uzbekistan,2015-01-01,exports,12871
Uzbekistan,2019-01-01,exports,14930
Uzbekistan,2020-01-01,exports,13281
Uzbekistan,2021-01-01,exports,14092
Uzbekistan,1995-01-01,balance_import_export,844
Uzbekistan,2005-01-01,balance_import_export,801
Uzbekistan,2010-01-01,balance_import_export,3008
Uzbekistan,2015-01-01,balance_import_export,455
Uzbekistan,2019-01-01,balance_import_export,-6938
Uzbekistan,2020-01-01,balance_import_export,-6740
Uzbekistan,2021-01-01,balance_import_export,-9794
Vanuatu,1995-01-01,imports,95
Vanuatu,2005-01-01,imports,149
Vanuatu,2010-01-01,imports,276
Vanuatu,2015-01-01,imports,354
Vanuatu,2019-01-01,imports,214
Vanuatu,2020-01-01,imports,233
Vanuatu,2021-01-01,imports,252
Vanuatu,1995-01-01,exports,28
Vanuatu,2005-01-01,exports,38
Vanuatu,2010-01-01,exports,46
Vanuatu,2015-01-01,exports,39
Vanuatu,2019-01-01,exports,42
Vanuatu,2020-01-01,exports,115
Vanuatu,2021-01-01,exports,637
Vanuatu,1995-01-01,balance_import_export,-67
Vanuatu,2005-01-01,balance_import_export,-111
Vanuatu,2010-01-01,balance_import_export,-230
Vanuatu,2015-01-01,balance_import_export,-316
Vanuatu,2019-01-01,balance_import_export,-172
Vanuatu,2020-01-01,balance_import_export,-118
Vanuatu,2021-01-01,balance_import_export,385
Venezuela (Boliv. Rep. of),1995-01-01,imports,10791
Venezuela (Boliv. Rep. of),2005-01-01,imports,21848
Venezuela (Boliv. Rep. of),2010-01-01,imports,32343
Venezuela (Boliv. Rep. of),2015-01-01,imports,40146
Venezuela (Boliv. Rep. of),2019-01-01,imports,7955
Venezuela (Boliv. Rep. of),2020-01-01,imports,9011
Venezuela (Boliv. Rep. of),2021-01-01,imports,10287
Venezuela (Boliv. Rep. of),1995-01-01,exports,19093
Venezuela (Boliv. Rep. of),2005-01-01,exports,55413
Venezuela (Boliv. Rep. of),2010-01-01,exports,66963
Venezuela (Boliv. Rep. of),2015-01-01,exports,37236
Venezuela (Boliv. Rep. of),2019-01-01,exports,18166
Venezuela (Boliv. Rep. of),2020-01-01,exports,5714
Venezuela (Boliv. Rep. of),2021-01-01,exports,3283
Venezuela (Boliv. Rep. of),1995-01-01,balance_import_export,8302
Venezuela (Boliv. Rep. of),2005-01-01,balance_import_export,33565
Venezuela (Boliv. Rep. of),2010-01-01,balance_import_export,34620
Venezuela (Boliv. Rep. of),2015-01-01,balance_import_export,-2910
Venezuela (Boliv. Rep. of),2019-01-01,balance_import_export,10211
Venezuela (Boliv. Rep. of),2020-01-01,balance_import_export,-3298
Venezuela (Boliv. Rep. of),2021-01-01,balance_import_export,-7003
Viet Nam,1995-01-01,imports,8155
Viet Nam,2005-01-01,imports,36761
Viet Nam,2010-01-01,imports,84839
Viet Nam,2015-01-01,imports,165776
Viet Nam,2019-01-01,imports,253442
Viet Nam,2020-01-01,imports,261309
Viet Nam,2021-01-01,imports,304468
Viet Nam,1995-01-01,exports,5449
Viet Nam,2005-01-01,exports,32447
Viet Nam,2010-01-01,exports,72237
Viet Nam,2015-01-01,exports,162017
Viet Nam,2019-01-01,exports,264610
Viet Nam,2020-01-01,exports,281441
Viet Nam,2021-01-01,exports,324165
Viet Nam,1995-01-01,balance_import_export,-2706
Viet Nam,2005-01-01,balance_import_export,-4314
Viet Nam,2010-01-01,balance_import_export,-12602
Viet Nam,2015-01-01,balance_import_export,-3759
Viet Nam,2019-01-01,balance_import_export,11168
Viet Nam,2020-01-01,balance_import_export,20132
Viet Nam,2021-01-01,balance_import_export,19697
Wallis and Futuna Islands,1995-01-01,imports,13
Wallis and Futuna Islands,2005-01-01,imports,51
Wallis and Futuna Islands,2010-01-01,imports,35
Wallis and Futuna Islands,2015-01-01,imports,49
Wallis and Futuna Islands,2019-01-01,imports,65
Wallis and Futuna Islands,2020-01-01,imports,69
Wallis and Futuna Islands,2021-01-01,imports,74
Wallis and Futuna Islands,1995-01-01,exports,0
Wallis and Futuna Islands,2005-01-01,exports,1
Wallis and Futuna Islands,2010-01-01,exports,1
Wallis and Futuna Islands,2015-01-01,exports,1
Wallis and Futuna Islands,2019-01-01,exports,1
Wallis and Futuna Islands,2020-01-01,exports,2
Wallis and Futuna Islands,2021-01-01,exports,2
Wallis and Futuna Islands,1995-01-01,balance_import_export,-13
Wallis and Futuna Islands,2005-01-01,balance_import_export,-50
Wallis and Futuna Islands,2010-01-01,balance_import_export,-34
Wallis and Futuna Islands,2015-01-01,balance_import_export,-48
Wallis and Futuna Islands,2019-01-01,balance_import_export,-63
Wallis and Futuna Islands,2020-01-01,balance_import_export,-68
Wallis and Futuna Islands,2021-01-01,balance_import_export,-73
Yemen,1995-01-01,imports,1812
Yemen,2005-01-01,imports,5400
Yemen,2010-01-01,imports,9255
Yemen,2015-01-01,imports,6573
Yemen,2019-01-01,imports,4716
Yemen,2020-01-01,imports,4679
Yemen,2021-01-01,imports,5174
Yemen,1995-01-01,exports,1917
Yemen,2005-01-01,exports,5608
Yemen,2010-01-01,exports,6437
Yemen,2015-01-01,exports,510
Yemen,2019-01-01,exports,24
Yemen,2020-01-01,exports,26
Yemen,2021-01-01,exports,86
Yemen,1995-01-01,balance_import_export,105
