total_imports_exports_and_balance_trade,year,trade_type,value_million_usd,country_code
Mexico,2021-01-01,imports,506565,MEX
Mexico,1995-01-01,exports,79541,MEX
Mexico,2005-01-01,exports,214207,MEX
Mexico,2010-01-01,exports,298305,MEX
Mexico,2015-01-01,exports,380550,MEX
Mexico,2019-01-01,exports,460604,MEX
Mexico,2020-01-01,exports,416982,MEX
Mexico,2021-01-01,exports,494596,MEX
Mexico,1995-01-01,balance_import_export,7088,MEX
Mexico,2005-01-01,balance_import_export,-7612,MEX
Mexico,2010-01-01,balance_import_export,-3177,MEX
Mexico,2015-01-01,balance_import_export,-14684,MEX
Mexico,2019-01-01,balance_import_export,5368,MEX
Mexico,2020-01-01,balance_import_export,34002,MEX
Mexico,2021-01-01,balance_import_export,-11970,MEX
Micronesia (Fed. States of),1995-01-01,imports,100,
Micronesia (Fed. States of),2005-01-01,imports,128,
Micronesia (Fed. States of),2010-01-01,imports,168,
Micronesia (Fed. States of),2015-01-01,imports,160,
Micronesia (Fed. States of),2019-01-01,imports,523,
Micronesia (Fed. States of),2020-01-01,imports,565,
Micronesia (Fed. States of),2021-01-01,imports,570,
Micronesia (Fed. States of),1995-01-01,exports,43,
Micronesia (Fed. States of),2005-01-01,exports,13,
Micronesia (Fed. States of),2010-01-01,exports,23,
Micronesia (Fed. States of),2015-01-01,exports,40,
Micronesia (Fed. States of),2019-01-01,exports,217,
Micronesia (Fed. States of),2020-01-01,exports,202,
Micronesia (Fed. States of),2021-01-01,exports,227,
Micronesia (Fed. States of),1995-01-01,balance_import_export,-56,
Micronesia (Fed. States of),2005-01-01,balance_import_export,-115,
Micronesia (Fed. States of),2010-01-01,balance_import_export,-145,
Micronesia (Fed. States of),2015-01-01,balance_import_export,-121,
Micronesia (Fed. States of),2019-01-01,balance_import_export,-306,
Micronesia (Fed. States of),2020-01-01,balance_import_export,-364,
Micronesia (Fed. States of),2021-01-01,balance_import_export,-343,
Mongolia,1995-01-01,imports,415,MNG
Mongolia,2005-01-01,imports,1183,MNG
Mongolia,2010-01-01,imports,3200,MNG
Mongolia,2015-01-01,imports,3797,MNG
Mongolia,2019-01-01,imports,6127,MNG
Mongolia,2020-01-01,imports,5299,MNG
Mongolia,2021-01-01,imports,6844,MNG
Mongolia,1995-01-01,exports,473,MNG
Mongolia,2005-01-01,exports,1064,MNG
Mongolia,2010-01-01,exports,2908,MNG
Mongolia,2015-01-01,exports,4669,MNG
Mongolia,2019-01-01,exports,7620,MNG
Mongolia,2020-01-01,exports,7576,MNG
Mongolia,2021-01-01,exports,9241,MNG
Mongolia,1995-01-01,balance_import_export,58,MNG
Mongolia,2005-01-01,balance_import_export,-118,MNG
Mongolia,2010-01-01,balance_import_export,-291,MNG
Mongolia,2015-01-01,balance_import_export,873,MNG
Mongolia,2019-01-01,balance_import_export,1492,MNG
Mongolia,2020-01-01,balance_import_export,2278,MNG
Mongolia,2021-01-01,balance_import_export,2397,MNG
Montenegro,2010-01-01,imports,2182,MNE
Montenegro,2015-01-01,imports,2050,MNE
Montenegro,2019-01-01,imports,2908,MNE
Montenegro,2020-01-01,imports,2394,MNE
Montenegro,2021-01-01,imports,2946,MNE
Montenegro,2010-01-01,exports,437,MNE
Montenegro,2015-01-01,exports,353,MNE
Montenegro,2019-01-01,exports,463,MNE
Montenegro,2020-01-01,exports,410,MNE
Montenegro,2021-01-01,exports,516,MNE
Montenegro,2010-01-01,balance_import_export,-1745,MNE
Montenegro,2015-01-01,balance_import_export,-1697,MNE
Montenegro,2019-01-01,balance_import_export,-2445,MNE
Montenegro,2020-01-01,balance_import_export,-1984,MNE
Montenegro,2021-01-01,balance_import_export,-2430,MNE
Montserrat,1995-01-01,imports,51,MSR
Montserrat,2005-01-01,imports,30,MSR
Montserrat,2010-01-01,imports,29,MSR
Montserrat,2015-01-01,imports,39,MSR
Montserrat,2019-01-01,imports,61,MSR
Montserrat,2020-01-01,imports,58,MSR
Montserrat,2021-01-01,imports,31,MSR
Montserrat,1995-01-01,exports,2,MSR
Montserrat,2005-01-01,exports,1,MSR
Montserrat,2010-01-01,exports,1,MSR
Montserrat,2015-01-01,exports,3,MSR
Montserrat,2019-01-01,exports,17,MSR
Montserrat,2020-01-01,exports,27,MSR
Montserrat,2021-01-01,exports,2,MSR
Montserrat,1995-01-01,balance_import_export,-49,MSR
Montserrat,2005-01-01,balance_import_export,-28,MSR
Montserrat,2010-01-01,balance_import_export,-28,MSR
Montserrat,2015-01-01,balance_import_export,-36,MSR
Montserrat,2019-01-01,balance_import_export,-44,MSR
Montserrat,2020-01-01,balance_import_export,-31,MSR
Montserrat,2021-01-01,balance_import_export,-29,MSR
Morocco,1995-01-01,imports,8540,MAR
Morocco,2005-01-01,imports,20803,MAR
Morocco,2010-01-01,imports,35379,MAR
Morocco,2015-01-01,imports,38146,MAR
Morocco,2019-01-01,imports,51049,MAR
Morocco,2020-01-01,imports,44526,MAR
Morocco,2021-01-01,imports,57016,MAR
Morocco,1995-01-01,exports,4719,MAR
Morocco,2005-01-01,exports,11185,MAR
Morocco,2010-01-01,exports,17765,MAR
Morocco,2015-01-01,exports,22337,MAR
Morocco,2019-01-01,exports,29582,MAR
Morocco,2020-01-01,exports,27703,MAR
Morocco,2021-01-01,exports,34328,MAR
Morocco,1995-01-01,balance_import_export,-3822,MAR
Morocco,2005-01-01,balance_import_export,-9618,MAR
Morocco,2010-01-01,balance_import_export,-17614,MAR
Morocco,2015-01-01,balance_import_export,-15809,MAR
Morocco,2019-01-01,balance_import_export,-21467,MAR
Morocco,2020-01-01,balance_import_export,-16824,MAR
Morocco,2021-01-01,balance_import_export,-22688,MAR
Mozambique,1995-01-01,imports,727,MOZ
Mozambique,2005-01-01,imports,2408,MOZ
Mozambique,2010-01-01,imports,3564,MOZ
Mozambique,2015-01-01,imports,7852,MOZ
Mozambique,2019-01-01,imports,7639,MOZ
Mozambique,2020-01-01,imports,6438,MOZ
Mozambique,2021-01-01,imports,9702,MOZ
Mozambique,1995-01-01,exports,174,MOZ
Mozambique,2005-01-01,exports,1745,MOZ
Mozambique,2010-01-01,exports,2243,MOZ
Mozambique,2015-01-01,exports,3649,MOZ
Mozambique,2019-01-01,exports,4722,MOZ
Mozambique,2020-01-01,exports,3460,MOZ
Mozambique,2021-01-01,exports,4877,MOZ
Mozambique,1995-01-01,balance_import_export,-553,MOZ
Mozambique,2005-01-01,balance_import_export,-663,MOZ
Mozambique,2010-01-01,balance_import_export,-1321,MOZ
Mozambique,2015-01-01,balance_import_export,-4203,MOZ
Mozambique,2019-01-01,balance_import_export,-2916,MOZ
Mozambique,2020-01-01,balance_import_export,-2978,MOZ
Mozambique,2021-01-01,balance_import_export,-4824,MOZ
Myanmar,1995-01-01,imports,1346,MMR
Myanmar,2005-01-01,imports,1907,MMR
Myanmar,2010-01-01,imports,4866,MMR
Myanmar,2015-01-01,imports,16913,MMR
Myanmar,2019-01-01,imports,18611,MMR
Myanmar,2020-01-01,imports,17964,MMR
Myanmar,2021-01-01,imports,14322,MMR
Myanmar,1995-01-01,exports,860,MMR
Myanmar,2005-01-01,exports,3776,MMR
Myanmar,2010-01-01,exports,8873,MMR
Myanmar,2015-01-01,exports,11432,MMR
Myanmar,2019-01-01,exports,18106,MMR
Myanmar,2020-01-01,exports,16929,MMR
Myanmar,2021-01-01,exports,15145,MMR
Myanmar,1995-01-01,balance_import_export,-487,MMR
Myanmar,2005-01-01,balance_import_export,1869,MMR
Myanmar,2010-01-01,balance_import_export,4008,MMR
Myanmar,2015-01-01,balance_import_export,-5481,MMR
Myanmar,2019-01-01,balance_import_export,-505,MMR
Myanmar,2020-01-01,balance_import_export,-1035,MMR
Myanmar,2021-01-01,balance_import_export,823,MMR
Namibia,2005-01-01,imports,2525,NAM
Namibia,2010-01-01,imports,5980,NAM
Namibia,2015-01-01,imports,7697,NAM
Namibia,2019-01-01,imports,8086,NAM
Namibia,2020-01-01,imports,6823,NAM
Namibia,2021-01-01,imports,8105,NAM
Namibia,2005-01-01,exports,2726,NAM
Namibia,2010-01-01,exports,5848,NAM
Namibia,2015-01-01,exports,4628,NAM
Namibia,2019-01-01,exports,6258,NAM
Namibia,2020-01-01,exports,5600,NAM
Namibia,2021-01-01,exports,6474,NAM
Namibia,2005-01-01,balance_import_export,201,NAM
Namibia,2010-01-01,balance_import_export,-131,NAM
Namibia,2015-01-01,balance_import_export,-3069,NAM
Namibia,2019-01-01,balance_import_export,-1828,NAM
Namibia,2020-01-01,balance_import_export,-1223,NAM
Namibia,2021-01-01,balance_import_export,-1631,NAM
Nepal,1995-01-01,imports,1330,NPL
Nepal,2005-01-01,imports,2282,NPL
Nepal,2010-01-01,imports,5116,NPL
Nepal,2015-01-01,imports,6612,NPL
Nepal,2019-01-01,imports,12325,NPL
Nepal,2020-01-01,imports,10341,NPL
Nepal,2021-01-01,imports,16332,NPL
Nepal,1995-01-01,exports,345,NPL
Nepal,2005-01-01,exports,863,NPL
Nepal,2010-01-01,exports,874,NPL
Nepal,2015-01-01,exports,660,NPL
Nepal,2019-01-01,exports,960,NPL
Nepal,2020-01-01,exports,889,NPL
Nepal,2021-01-01,exports,1749,NPL
Nepal,1995-01-01,balance_import_export,-985,NPL
Nepal,2005-01-01,balance_import_export,-1419,NPL
Nepal,2010-01-01,balance_import_export,-4242,NPL
Nepal,2015-01-01,balance_import_export,-5952,NPL
Nepal,2019-01-01,balance_import_export,-11366,NPL
Nepal,2020-01-01,balance_import_export,-9453,NPL
Nepal,2021-01-01,balance_import_export,-14583,NPL
Netherlands,1995-01-01,imports,157929,NLD
Netherlands,2005-01-01,imports,310591,NLD
Netherlands,2010-01-01,imports,439987,NLD
Netherlands,2015-01-01,imports,412644,NLD
Netherlands,2019-01-01,imports,514858,NLD
Netherlands,2020-01-01,imports,484089,NLD
Netherlands,2021-01-01,imports,623247,NLD
Netherlands,1995-01-01,exports,177626,NLD
Netherlands,2005-01-01,exports,349813,NLD
Netherlands,2010-01-01,exports,492646,NLD
Netherlands,2015-01-01,exports,464697,NLD
Netherlands,2019-01-01,exports,576784,NLD
Netherlands,2020-01-01,exports,551353,NLD
Netherlands,2021-01-01,exports,693800,NLD
Netherlands,1995-01-01,balance_import_export,19697,NLD
Netherlands,2005-01-01,balance_import_export,39222,NLD
Netherlands,2010-01-01,balance_import_export,52659,NLD
Netherlands,2015-01-01,balance_import_export,52053,NLD
Netherlands,2019-01-01,balance_import_export,61927,NLD
Netherlands,2020-01-01,balance_import_export,67264,NLD
Netherlands,2021-01-01,balance_import_export,70554,NLD
Netherlands Antilles [former],1995-01-01,imports,1830,
Netherlands Antilles [former],2005-01-01,imports,894,
Netherlands Antilles [former],2010-01-01,imports,2687,
Netherlands Antilles [former],1995-01-01,exports,1354,
Netherlands Antilles [former],2005-01-01,exports,91,
Netherlands Antilles [former],2010-01-01,exports,811,
Netherlands Antilles [former],1995-01-01,balance_import_export,-476,
Netherlands Antilles [former],2005-01-01,balance_import_export,-803,
Netherlands Antilles [former],2010-01-01,balance_import_export,-1876,
New Caledonia,1995-01-01,imports,840,NCL
New Caledonia,2005-01-01,imports,1774,NCL
New Caledonia,2010-01-01,imports,3303,NCL
New Caledonia,2015-01-01,imports,2529,NCL
New Caledonia,2019-01-01,imports,2991,NCL
New Caledonia,2020-01-01,imports,2623,NCL
New Caledonia,2021-01-01,imports,2647,NCL
New Caledonia,1995-01-01,exports,570,NCL
New Caledonia,2005-01-01,exports,1114,NCL
New Caledonia,2010-01-01,exports,1268,NCL
New Caledonia,2015-01-01,exports,1239,NCL
New Caledonia,2019-01-01,exports,1153,NCL
New Caledonia,2020-01-01,exports,1102,NCL
New Caledonia,2021-01-01,exports,1296,NCL
New Caledonia,1995-01-01,balance_import_export,-270,NCL
New Caledonia,2005-01-01,balance_import_export,-660,NCL
New Caledonia,2010-01-01,balance_import_export,-2036,NCL
New Caledonia,2015-01-01,balance_import_export,-1291,NCL
New Caledonia,2019-01-01,balance_import_export,-1838,NCL
New Caledonia,2020-01-01,balance_import_export,-1520,NCL
New Caledonia,2021-01-01,balance_import_export,-1351,NCL
New Zealand,1995-01-01,imports,13958,NZL
New Zealand,2005-01-01,imports,26232,NZL
New Zealand,2010-01-01,imports,30616,NZL
New Zealand,2015-01-01,imports,36528,NZL
New Zealand,2019-01-01,imports,42271,NZL
New Zealand,2020-01-01,imports,37098,NZL
New Zealand,2021-01-01,imports,49882,NZL
New Zealand,1995-01-01,exports,13745,NZL
New Zealand,2005-01-01,exports,21729,NZL
New Zealand,2010-01-01,exports,31393,NZL
New Zealand,2015-01-01,exports,34357,NZL
New Zealand,2019-01-01,exports,39540,NZL
New Zealand,2020-01-01,exports,38877,NZL
New Zealand,2021-01-01,exports,73366,NZL
New Zealand,1995-01-01,balance_import_export,-212,NZL
New Zealand,2005-01-01,balance_import_export,-4504,NZL
New Zealand,2010-01-01,balance_import_export,777,NZL
New Zealand,2015-01-01,balance_import_export,-2171,NZL
New Zealand,2019-01-01,balance_import_export,-2731,NZL
New Zealand,2020-01-01,balance_import_export,1779,NZL
New Zealand,2021-01-01,balance_import_export,23484,NZL
Nicaragua,1995-01-01,imports,1009,NIC
Nicaragua,2005-01-01,imports,2536,NIC
Nicaragua,2010-01-01,imports,4191,NIC
Nicaragua,2015-01-01,imports,5866,NIC
Nicaragua,2019-01-01,imports,6985,NIC
Nicaragua,2020-01-01,imports,6545,NIC
Nicaragua,2021-01-01,imports,9826,NIC
Nicaragua,1995-01-01,exports,509,NIC
Nicaragua,2005-01-01,exports,866,NIC
Nicaragua,2010-01-01,exports,1848,NIC
Nicaragua,2015-01-01,exports,4667,NIC
Nicaragua,2019-01-01,exports,5273,NIC
Nicaragua,2020-01-01,exports,5087,NIC
Nicaragua,2021-01-01,exports,6495,NIC
Nicaragua,1995-01-01,balance_import_export,-500,NIC
Nicaragua,2005-01-01,balance_import_export,-1670,NIC
Nicaragua,2010-01-01,balance_import_export,-2343,NIC
Nicaragua,2015-01-01,balance_import_export,-1199,NIC
Nicaragua,2019-01-01,balance_import_export,-1713,NIC
Nicaragua,2020-01-01,balance_import_export,-1458,NIC
Nicaragua,2021-01-01,balance_import_export,-3331,NIC
Niger,1995-01-01,imports,345,NER
Niger,2005-01-01,imports,736,NER
Niger,2010-01-01,imports,2273,NER
Niger,2015-01-01,imports,2458,NER
Niger,2019-01-01,imports,2770,NER
Niger,2020-01-01,imports,3028,NER
Niger,2021-01-01,imports,4064,NER
Niger,1995-01-01,exports,273,NER
Niger,2005-01-01,exports,486,NER
Niger,2010-01-01,exports,479,NER
Niger,2015-01-01,exports,790,NER
Niger,2019-01-01,exports,855,NER
Niger,2020-01-01,exports,1246,NER
Niger,2021-01-01,exports,4444,NER
Niger,1995-01-01,balance_import_export,-71,NER
Niger,2005-01-01,balance_import_export,-250,NER
Niger,2010-01-01,balance_import_export,-1794,NER
Niger,2015-01-01,balance_import_export,-1669,NER
Niger,2019-01-01,balance_import_export,-1915,NER
Niger,2020-01-01,balance_import_export,-1782,NER
Niger,2021-01-01,balance_import_export,380,NER
Nigeria,1995-01-01,imports,8221,NGA
Nigeria,2005-01-01,imports,21314,NGA
Nigeria,2010-01-01,imports,44235,NGA
Nigeria,2015-01-01,imports,33831,NGA
Nigeria,2019-01-01,imports,47369,NGA
Nigeria,2020-01-01,imports,55455,NGA
Nigeria,2021-01-01,imports,52068,NGA
Nigeria,1995-01-01,exports,12342,NGA
Nigeria,2005-01-01,exports,55145,NGA
Nigeria,2010-01-01,exports,86568,NGA
Nigeria,2015-01-01,exports,48433,NGA
Nigeria,2019-01-01,exports,53618,NGA
Nigeria,2020-01-01,exports,34900,NGA
Nigeria,2021-01-01,exports,47232,NGA
Nigeria,1995-01-01,balance_import_export,4121,NGA
Nigeria,2005-01-01,balance_import_export,33831,NGA
Nigeria,2010-01-01,balance_import_export,42333,NGA
Nigeria,2015-01-01,balance_import_export,14602,NGA
Nigeria,2019-01-01,balance_import_export,6249,NGA
Nigeria,2020-01-01,balance_import_export,-20555,NGA
Nigeria,2021-01-01,balance_import_export,-4837,NGA
North Macedonia,1995-01-01,imports,1719,MKD
North Macedonia,2005-01-01,imports,3228,MKD
North Macedonia,2010-01-01,imports,5474,MKD
North Macedonia,2015-01-01,imports,6427,MKD
North Macedonia,2019-01-01,imports,9446,MKD
North Macedonia,2020-01-01,imports,8709,MKD
North Macedonia,2021-01-01,imports,11696,MKD
North Macedonia,1995-01-01,exports,1204,MKD
North Macedonia,2005-01-01,exports,2041,MKD
North Macedonia,2010-01-01,exports,3351,MKD
North Macedonia,2015-01-01,exports,4530,MKD
North Macedonia,2019-01-01,exports,7195,MKD
North Macedonia,2020-01-01,exports,6633,MKD
North Macedonia,2021-01-01,exports,8145,MKD
North Macedonia,1995-01-01,balance_import_export,-515,MKD
North Macedonia,2005-01-01,balance_import_export,-1187,MKD
North Macedonia,2010-01-01,balance_import_export,-2123,MKD
North Macedonia,2015-01-01,balance_import_export,-1897,MKD
North Macedonia,2019-01-01,balance_import_export,-2250,MKD
North Macedonia,2020-01-01,balance_import_export,-2076,MKD
North Macedonia,2021-01-01,balance_import_export,-3551,MKD
Northern Mariana Islands,1995-01-01,imports,628,MNP
Northern Mariana Islands,2005-01-01,imports,1952,MNP
Northern Mariana Islands,2010-01-01,imports,2867,MNP
Northern Mariana Islands,2015-01-01,imports,4215,MNP
Northern Mariana Islands,2019-01-01,imports,5735,MNP
Northern Mariana Islands,2020-01-01,imports,6194,MNP
Northern Mariana Islands,2021-01-01,imports,6690,MNP
Northern Mariana Islands,1995-01-01,exports,941,MNP
Northern Mariana Islands,2005-01-01,exports,1254,MNP
Northern Mariana Islands,2010-01-01,exports,1453,MNP
Northern Mariana Islands,2015-01-01,exports,1685,MNP
Northern Mariana Islands,2019-01-01,exports,1896,MNP
Northern Mariana Islands,2020-01-01,exports,1953,MNP
Northern Mariana Islands,2021-01-01,exports,2011,MNP
Northern Mariana Islands,1995-01-01,balance_import_export,313,MNP
Northern Mariana Islands,2005-01-01,balance_import_export,-699,MNP
Northern Mariana Islands,2010-01-01,balance_import_export,-1414,MNP
Northern Mariana Islands,2015-01-01,balance_import_export,-2530,MNP
Northern Mariana Islands,2019-01-01,balance_import_export,-3839,MNP
Northern Mariana Islands,2020-01-01,balance_import_export,-4241,MNP
Northern Mariana Islands,2021-01-01,balance_import_export,-4678,MNP
Norway,1995-01-01,imports,32706,NOR
Norway,2005-01-01,imports,55488,NOR
Norway,2010-01-01,imports,77330,NOR
Norway,2015-01-01,imports,76399,NOR
Norway,2019-01-01,imports,86145,NOR
Norway,2020-01-01,imports,81624,NOR
Norway,2021-01-01,imports,99193,NOR
Norway,1995-01-01,exports,41740,NOR
Norway,2005-01-01,exports,103759,NOR
Norway,2010-01-01,exports,130657,NOR
Norway,2015-01-01,exports,103785,NOR
Norway,2019-01-01,exports,104030,NOR
Norway,2020-01-01,exports,82749,NOR
Norway,2021-01-01,exports,161687,NOR
Norway,1995-01-01,balance_import_export,9034,NOR
Norway,2005-01-01,balance_import_export,48271,NOR
Norway,2010-01-01,balance_import_export,53327,NOR
Norway,2015-01-01,balance_import_export,27386,NOR
Norway,2019-01-01,balance_import_export,17885,NOR
Norway,2020-01-01,balance_import_export,1125,NOR
Norway,2021-01-01,balance_import_export,62493,NOR
Oman,1995-01-01,imports,4249,OMN
Oman,2005-01-01,imports,8970,OMN
Oman,2010-01-01,imports,19775,OMN
Oman,2015-01-01,imports,29007,OMN
Oman,2019-01-01,imports,22562,OMN
Oman,2020-01-01,imports,19577,OMN
Oman,2021-01-01,imports,24633,OMN
Oman,1995-01-01,exports,5917,OMN
Oman,2005-01-01,exports,18692,OMN
Oman,2010-01-01,exports,36600,OMN
Oman,2015-01-01,exports,35686,OMN
Oman,2019-01-01,exports,37725,OMN
Oman,2020-01-01,exports,30499,OMN
Oman,2021-01-01,exports,43092,OMN
Oman,1995-01-01,balance_import_export,1669,OMN
Oman,2005-01-01,balance_import_export,9722,OMN
Oman,2010-01-01,balance_import_export,16825,OMN
Oman,2015-01-01,balance_import_export,6679,OMN
Oman,2019-01-01,balance_import_export,15163,OMN
Oman,2020-01-01,balance_import_export,10921,OMN
Oman,2021-01-01,balance_import_export,18460,OMN
Other non-specified areas,1995-01-01,imports,103506,
Other non-specified areas,2005-01-01,imports,181592,
Other non-specified areas,2010-01-01,imports,251315,
Other non-specified areas,2015-01-01,imports,228508,
Other non-specified areas,2019-01-01,imports,285931,
Other non-specified areas,2020-01-01,imports,287429,
Other non-specified areas,2021-01-01,imports,382555,
Other non-specified areas,1995-01-01,exports,111343,
Other non-specified areas,2005-01-01,exports,189393,
Other non-specified areas,2010-01-01,exports,273706,
Other non-specified areas,2015-01-01,exports,280019,
Other non-specified areas,2019-01-01,exports,329484,
Other non-specified areas,2020-01-01,exports,347195,
Other non-specified areas,2021-01-01,exports,447657,
Other non-specified areas,1995-01-01,balance_import_export,7838,
Other non-specified areas,2005-01-01,balance_import_export,7801,
Other non-specified areas,2010-01-01,balance_import_export,22391,
Other non-specified areas,2015-01-01,balance_import_export,51511,
Other non-specified areas,2019-01-01,balance_import_export,43553,
Other non-specified areas,2020-01-01,balance_import_export,59765,
Other non-specified areas,2021-01-01,balance_import_export,65102,
Pakistan,1995-01-01,imports,11704,PAK
Pakistan,2005-01-01,imports,25097,PAK
Pakistan,2010-01-01,imports,37537,PAK
Pakistan,2015-01-01,imports,43990,PAK
Pakistan,2019-01-01,imports,50063,PAK
Pakistan,2020-01-01,imports,45775,PAK
Pakistan,2021-01-01,imports,72892,PAK
Pakistan,1995-01-01,exports,8158,PAK
Pakistan,2005-01-01,exports,16050,PAK
Pakistan,2010-01-01,exports,21413,PAK
Pakistan,2015-01-01,exports,22089,PAK
Pakistan,2019-01-01,exports,23749,PAK
Pakistan,2020-01-01,exports,22237,PAK
Pakistan,2021-01-01,exports,28795,PAK
Pakistan,1995-01-01,balance_import_export,-3546,PAK
Pakistan,2005-01-01,balance_import_export,-9046,PAK
Pakistan,2010-01-01,balance_import_export,-16124,PAK
Pakistan,2015-01-01,balance_import_export,-21901,PAK
Pakistan,2019-01-01,balance_import_export,-26314,PAK
Pakistan,2020-01-01,balance_import_export,-23538,PAK
Pakistan,2021-01-01,balance_import_export,-44096,PAK
Palau,1995-01-01,imports,60,PLW
Palau,2005-01-01,imports,156,PLW
Palau,2010-01-01,imports,107,PLW
Palau,2015-01-01,imports,150,PLW
Palau,2019-01-01,imports,164,PLW
Palau,2020-01-01,imports,192,PLW
Palau,2021-01-01,imports,217,PLW
Palau,1995-01-01,exports,14,PLW
Palau,2005-01-01,exports,14,PLW
Palau,2010-01-01,exports,12,PLW
Palau,2015-01-01,exports,6,PLW
Palau,2019-01-01,exports,2,PLW
Palau,2020-01-01,exports,2,PLW
